V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V39F	V40	V40F	V41	V42	V43	V44	V45	V46	V47	V48	V48F	V49	V49F	V50	V51	V51F	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V83F	V84	V84F	V85	V85F	V86	V86F	V87	V87F	V88	V88F	V89	V89F	V90	V90F	V91	V91F	V92	V93	V93F	V94	V94F	V95	V95F	V96	V96F	V97	V97F	V98	V98F	V99	V99F	V100	V100F	V101	V101F	V102	V102F	V103	V103F	V104	V105	V105F	V106	V107	V107F	V108	V108F	V109	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V124F	V125	V125F	V126	V126F	V127S	V127	V127F	V128	V128F	V129	V130	V130F	V131	V131F	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V138F	V139	V139F	V140	V140F	V141	V141F	V142	V142F	V143	V143F	V144	V144F	V145	V145F	V146	V146F	V147	V147F	V148	V148F	V149	V149F	V150	V150F	V151	V151F	V152	V152F	V153	V154	V154F	V155	V155F	V156	V156F	V157	V157F	V158	V158F	V159	V159F	V160	V160F	V161	V161F	V162	V162F	V163	V163F	V164	V164F	V165	V165F	V166	V166F	V167	V167F	V168	V168F	V169	V169F	V170	V170F	V171	V171F	V172	V173	V173F	V174	V174F	V175	V175F	V176	V176F	V177	V177F	V178	V178F	V179	V179F	V180	V180F	V181	V181F	V182	V182F	V183	V183F	V184	V184F	V185	V185F	V186	V186F	V187	V187F	V188	V188F	V189	V189F	V190	V190F	V191	V192	V192F	V193	V193F	V194	V194F	V195	V195F	V196	V196F	V197	V198	V198F	V199	V199F	V200	V200F	V201	V201F	V202S	V202	V202F	V203	V204	V204F	V205	V205F	V206	V207	V208	V209	V210	V210S	V211	V212	V212F	V213	V214	V214F	V215	V216	V217	V218	V219	V220	V221	V222	V223	V223S	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V233S	V234	V235
378000000075500000000	CARVER CORRECTIONAL CENTER	 	 	 	OKLAHOMA CITY	OK	73108	2801 SW 3RD	OKLAHOMA CITY	OK	73108	999	999	9999	9999	999	999	9999	 	5	1	4	COMMUNITY	0	0	0	0	0	1	0	0	0	0	0	 	6	1	285	1	285	1	1995	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	280	0	0	0	285	0	285	0	0	0	0	0	0	0	285	0	166	0	77	1	18	1	20	1	4	1	0	0	0	0	0	0	 	285	0	0	0	0	0	285	0	0	0	285	0	285	0	0	0	0	0	285	0	0	0	2	0	0	2	999	0	0	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	285	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	45	0	1	0	0	0	0	0	45	0	1	0	0	0	3	0	11	0	17	0	2	0	1	0	0	0	0	0	9	0	3	0	 	0	0	0	0	22	0	24	0	19	0	0	0	23	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	45	0	1	0	12	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	28	0	0	0	275	0	2	999	0	0	0	0	0	0	0	 	0	0	1	44	1	41	0	0	0	0	0	0	 	1	0	0	1	177	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	 	1	OKLAHOMA COUNTY
378000000075700000000	TURLEY CORRECTIONAL CENTER	 	 	 	TULSA	OK	741261524	6101 N CINCINNATI AVENUE	TULSA	OK	74126	999	999	9999	9999	999	999	9999	 	5	2	4	HALFWAY HOUSE	0	0	0	0	0	1	0	0	0	0	0	 	6	1	150	1	168	1	2000	0	0	0	0	1	9	9999	0	999	0	1	150	1	2000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	0	0	132	1	143	1	0	0	143	1	0	0	0	0	143	1	89	1	37	1	0	0	17	1	0	0	0	0	0	0	0	0	 	143	1	0	0	0	0	143	1	0	0	143	1	143	1	0	0	0	0	143	1	0	8	2	0	0	2	999	0	0	8	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	143	1	0	0	0	0	0	0	143	1	0	1	0	1	0	1	0	1	 	0	1	0	1	1	0	0	0	0	0	0	32	1	0	0	25	1	0	0	26	1	0	0	0	0	0	0	26	1	0	0	1	1	1	1	3	1	14	1	1	1	1	1	0	1	0	1	1	1	4	1	 	0	0	0	0	6	1	20	1	11	1	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	26	1	0	0	7	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	17	1	0	0	46	1	2	999	0	0	1	0	1	0	1	 	0	1	2	99	0	0	1	0	0	0	0	1	HALFWAY HOUSE	0	85	1	1	100	1	1	1	1	0	0	0	0	0	0	 	0	0	0	0	0	0	1	0	0	0	 	0	TULSA COUNTY
378000000076100000000	LAWTON CORRECTIONAL FACILITY	 	 	 	LAWTON	OK	73501	8607 SE FLOWER MOUND ROAD	LAWTON	OK	73501	999	999	9999	9999	999	999	9999	 	5	1	3	 	1	1	0	0	0	0	0	0	0	0	0	 	1	3	1918	0	1918	0	1998	1	0	0	0	0	2	608	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	1893	1	0	0	1900	0	1900	0	0	0	0	0	0	0	1900	0	984	0	632	0	107	0	171	0	2	0	0	0	4	0	0	0	 	1900	0	0	0	1892	0	8	0	0	0	1900	0	1890	1	10	1	0	0	1900	0	0	0	1	0	9	2	999	0	0	9	1	296	0	72	0	50	0	0	0	 	0	0	418	0	0	0	1900	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	0	0	377	0	3	1	0	0	0	0	377	0	3	1	4	0	1	0	175	1	80	1	14	0	30	1	13	0	2	0	30	0	31	0	 	0	0	0	0	236	1	144	1	238	0	1	1	100	0	1	1	24	0	0	0	14	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	377	0	3	1	150	0	1	1	73	0	1	1	19	0	0	0	9	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	252	0	3	1	924	0	1	2	0	0	0	35	0	0	0	 	0	0	1	0	0	0	0	1	1	0	0	0	 	0	1327	0	2	999	0	1	1	1	1	0	1	1	0	1	COGNITIVE BEHAVIOR PROGRAMS	0	1	1	1	0	0	1	1	1	1	COGNITIVE BEHAVIOR COUNSELING	0	COMANCHE COUNTY
378000000077800000000	ALPHA II HALFWAY HOUSE	 	 	 	TONKAWA	OK	74653	1608 N MAIN STREET	TONKAWA	OK	746531038	999	999	9999	9999	999	999	9999	 	5	1	4	WORK RELEASE	1	1	0	0	0	1	0	0	0	0	0	 	6	1	50	0	50	0	1992	1	0	0	0	0	1	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	45	1	0	0	47	0	47	0	0	0	0	0	0	0	47	0	33	0	8	1	2	1	4	1	0	0	0	0	0	0	0	0	 	47	0	0	0	0	0	47	0	0	0	47	0	5	0	29	0	13	0	47	0	0	0	2	0	0	2	999	0	6	1	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	34	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	12	0	6	1	0	0	0	0	12	0	6	1	1	0	1	0	6	0	2	0	0	0	3	0	0	0	0	0	1	0	2	0	OTHER/ NOT SPECIFIED	1	1	1	1	9	1	9	1	8	0	5	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	6	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	6	0	2	0	3	1	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	1	0	0	0	0	0	1	PRIVATE WORK RELEASE	0	33	0	1	33	0	0	0	1	0	0	0	0	0	0	 	0	1	1	0	1	0	1	1	0	0	 	0	KAY COUNTY
378000000077900000000	BRIDGEWAY	 	 	 	PONCA CITY	OK	74601	620 W GRAND AVENUE	PONCA CITY	OK	74601	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	99	0	99	0	1926	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	97	0	0	0	99	0	99	0	0	0	0	0	0	0	99	0	55	0	35	0	3	0	6	0	0	0	0	0	0	0	0	0	 	99	0	0	0	0	0	99	0	0	0	99	0	99	0	0	0	0	0	99	0	0	0	2	0	0	2	999	0	7	1	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	99	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	 	0	0	0	0	16	0	4	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	20	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	13	0	0	0	53	0	2	999	0	0	0	1	0	0	0	 	0	0	2	99	0	2	0	0	1	0	0	1	FACTORY	0	98	0	1	98	0	0	0	1	0	0	1	0	0	0	 	0	1	1	0	0	0	1	0	0	0	 	0	KAY COUNTY
378000000078000000000	OKLAHOMA HALFWAY HOUSE	 	 	 	OKLAHOMA CITY	OK	73109	517 SW 2ND STREET	OKLAHOMA CITY	OK	73109	999	999	9999	9999	999	999	9999	 	5	3	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	129	1	129	1	1989	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	102	1	20	1	122	1	102	1	20	1	0	1	0	1	122	1	63	0	44	0	5	0	8	0	2	0	0	0	0	0	0	0	 	122	0	0	0	0	0	122	0	0	0	122	0	122	0	0	0	0	0	122	0	0	0	2	0	0	2	999	0	12	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	52	0	70	0	0	0	0	0	0	0	122	0	52	0	0	0	0	0	0	0	 	0	0	52	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	15	0	7	0	0	8	0	0	15	0	7	0	1	0	1	0	7	0	9	0	1	0	1	0	0	0	2	0	0	0	0	0	 	0	0	0	0	9	0	13	0	9	0	2	0	6	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	15	0	7	0	5	0	1	0	5	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	10	0	6	0	61	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	8	0	0	0	0	0	1	GENERAL PUBLIC EMPLOYMENT	0	116	0	1	122	0	1	0	1	0	0	1	1	0	0	 	0	1	1	1	1	1	1	0	1	1	INTERPERSONAL RELATIONSHIPS/FAMILY REINTEGRATION	0	OKLAHOMA COUNTY
378000000078200000000	RIVERSIDE ISU, SCS	 	 	 	OKLAHOMA CITY	OK	73114	1727 CHARLES PAGE BLVD	TULSA	OK	74127	999	999	9999	9999	999	999	9999	 	5	3	4	COMMUNITY	1	0	0	0	0	1	0	0	0	0	1	PRISONER PUBLIC WORKS PROGRAM	6	1	340	1	340	1	1968	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	150	1	3	1	153	1	150	1	3	1	0	8	0	8	153	1	76	1	68	1	4	1	4	1	1	1	0	1	0	9	0	1	 	153	1	0	0	0	0	153	1	0	0	153	1	133	1	20	1	0	1	153	1	0	1	1	4	1	2	999	0	0	9	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	37	1	96	1	0	0	20	1	0	0	153	1	33	1	4	1	0	1	0	1	 	0	0	37	1	1	48	1	0	0	52	1	33	1	0	0	25	1	0	0	39	1	0	0	0	0	0	0	39	1	0	0	1	1	2	1	14	1	10	1	2	1	0	0	0	0	0	0	4	1	5	1	MARKETING	0	0	1	1	21	1	18	1	16	1	0	0	22	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	39	1	0	0	11	1	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	24	1	0	0	8	1	2	999	0	0	0	0	1	0	1	 	0	1	2	99	0	0	0	0	1	0	1	0	 	0	153	1	2	999	0	0	0	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	 	1	TULSA COUNTY
378000000078700000000	DRUG RECOVERY INC. - IVANHOE	 	 	 	OKLAHOMA CITY	OK	73102	 	 	 	 	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	87	0	87	0	1966	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	48	1	0	0	75	0	75	1	0	0	0	0	0	0	75	1	50	1	18	1	3	1	4	1	0	0	0	0	0	0	0	0	 	75	1	0	0	0	0	75	1	0	0	75	1	75	1	0	0	0	0	75	1	0	1	2	0	0	2	999	0	7	1	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	75	1	0	0	0	0	0	0	75	1	0	0	0	0	0	0	0	0	 	0	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0	0	0	14	1	2	1	0	0	0	0	14	1	2	1	2	0	1	0	5	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	7	0	9	0	11	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	14	0	2	0	7	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	8	0	2	0	27	1	2	999	0	0	1	0	1	0	1	 	0	1	2	99	0	1	1	0	1	0	0	1	ALL WORK RELEASE JOBS	0	50	1	1	37	1	1	1	1	0	0	1	1	0	0	 	0	1	1	1	1	0	1	1	1	0	 	0	OKLAHOMA COUNTY
378000000078900000000	CENTER POINT, INC	 	 	 	OKLAHOMA CITY	OK	73129	5245 S 1-35 SERVICE ROAD	OKLAHOMA CITY	OK	73129	999	999	9999	9999	999	999	9999	 	5	1	4	 	0	1	0	0	0	0	0	0	0	0	0	 	2	3	200	0	200	0	1970	0	0	1	0	0	2	75	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	9999	115	1	0	0	115	0	115	0	0	0	0	0	0	0	115	0	65	0	32	0	2	0	16	0	0	0	0	0	0	0	0	0	 	115	0	0	0	0	0	115	0	0	0	115	0	115	0	0	0	0	0	115	0	0	0	1	1	0	2	999	0	17	0	9	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	115	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	9999	0	999	0	999	0	0	9	999	0	999	0	999	0	15	0	2	0	0	0	0	0	15	0	2	0	0	0	1	0	4	1	4	1	0	0	1	0	0	0	1	0	2	1	4	1	 	0	0	0	0	6	1	11	1	3	0	4	0	6	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9	0	8	0	3	1	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	6	0	2	0	8	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	2	1	0	1	0	0	0	 	0	0	0	2	999	0	0	0	1	0	0	0	0	0	0	 	0	1	1	0	1	0	1	1	1	0	 	0	OKLAHOMA COUNTY
380000000070100000000	OREGON STATE CORRECTIONAL INSTITUTION	 	 	 	SALEM	OR	97310	3405 DEER PARK DRIVE SE	SALEM	OR	973109385	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	1	0	1	1	1	0	0	0	1	0	 	6	1	880	0	340	0	1959	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	872	1	0	0	878	1	878	1	0	0	0	0	0	0	878	1	631	1	83	1	130	0	17	1	17	1	0	0	0	0	0	0	 	878	1	29	1	573	1	276	1	0	0	878	1	878	0	0	0	0	0	878	0	0	0	1	102	0	1	60	0	79	0	1	999	0	58	1	9999	0	999	0	 	9999	0	58	1	0	0	865	0	2	0	999	0	9	0	867	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	246	0	0	0	0	0	0	0	246	0	0	0	1	0	2	0	127	0	20	0	27	0	20	0	2	0	1	0	30	0	16	0	 	0	0	0	0	187	0	59	0	206	0	0	0	8	0	0	0	21	0	0	0	7	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	 	0	0	0	0	246	0	0	0	123	0	0	0	6	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	147	0	0	0	1579	1	9	1	0	0	0	11	0	0	0	 	0	0	1	0	0	0	0	1	1	0	0	0	 	0	255	0	2	999	0	0	0	0	1	0	1	0	0	0	 	0	1	1	1	1	0	1	1	1	0	 	0	MARION COUNTY
380000000070300000000	OREGON STATE PENITENTIARY	 	 	 	SALEM	OR	97310	2605 STATE STREET	SALEM	OR	973100505	999	999	9999	9999	999	999	9999	 	2	1	2	MAX, CLOSE, MED, MIN	1	0	0	1	1	0	0	0	0	0	1	DEATH ROW	1	3	2388	1	1892	1	1866	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	2257	0	0	0	2238	0	2238	1	0	1	0	1	0	1	2238	1	1655	1	269	1	232	1	54	1	28	1	999	9	999	9	0	1	 	2238	1	354	0	1361	0	521	0	2	0	2238	0	2238	1	0	0	0	0	2238	1	30	0	1	189	0	2	999	0	231	0	1	0	0	120	1	136	0	30	1	NOT SPECIFIED	40	0	326	0	0	0	2200	0	38	0	0	0	0	0	2238	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	471	0	0	0	114	0	0	0	585	0	0	0	4	0	0	0	317	0	63	0	58	0	29	0	0	0	0	0	32	0	29	0	MISC STAFF	36	0	17	0	447	0	138	0	411	0	0	0	15	0	0	0	26	0	0	0	7	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	 	0	0	0	0	471	0	0	0	330	0	0	0	15	0	0	0	19	0	0	0	6	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	 	0	0	0	0	380	0	0	0	2038	0	1	3	0	0	0	70	0	0	0	 	0	0	1	0	0	0	0	1	1	1	1	0	 	0	639	0	2	999	0	1	1	1	0	1	1	1	0	0	 	0	1	1	1	1	0	0	1	1	0	 	0	MARION COUNTY
380000000070400000000	MILL CREEK CORRECTIONAL FACILITY	 	 	 	SALEM	OR	97301	5465 TURNER ROAD SE	SALEM	OR	973019400	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	312	0	310	0	1929	0	0	0	0	1	1	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	239	0	0	0	220	0	220	0	0	0	0	0	0	0	220	0	191	0	14	0	11	0	2	0	2	0	0	0	0	0	0	0	 	220	0	0	0	0	0	220	0	0	0	220	0	220	0	0	0	0	0	220	0	0	0	1	6	0	2	999	0	26	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	213	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	1	0	0	0	44	0	0	0	45	0	0	0	0	0	0	0	31	0	2	0	4	0	2	0	0	0	0	0	4	0	2	0	 	0	0	0	0	39	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	33	0	0	0	325	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	3	0	0	1	0	1	0	 	0	76	0	2	999	0	1	1	1	0	1	0	0	1	0	 	0	0	0	0	0	0	1	1	1	0	 	0	MARION COUNTY
380000000070500000000	SOUTH FORK FOREST CAMP	 	 	 	TILLAMOOK	OR	97141	48300 WILSON RIVER HWY	TILLAMOOK	OR	971419799	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	200	0	200	0	1951	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	180	0	0	0	192	0	192	0	0	0	0	0	0	0	192	0	174	0	8	0	4	0	5	0	1	0	0	0	0	0	0	0	 	192	0	0	0	0	0	192	0	0	0	192	0	88	0	104	0	0	0	192	0	0	0	1	7	0	2	999	0	20	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	195	0	1	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	37	0	1	0	0	0	0	0	37	0	1	0	2	0	1	0	25	0	3	0	2	0	3	0	0	0	0	0	1	0	1	0	 	0	0	0	0	30	0	8	0	34	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	38	0	0	0	24	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	28	0	0	0	129	0	2	999	0	0	0	0	0	0	0	 	0	0	2	99	0	0	0	0	1	0	1	0	 	0	146	0	2	999	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	0	0	0	0	0	0	 	0	TILLAMOOK COUNTY
380000000071400000000	SANTIAM CORRECTIONAL INSTITUTION	 	 	 	SALEM	OR	97301	4005 AUMSVILLE HWY SE	SALEM	OR	973019112	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	400	0	390	0	1946	0	0	0	0	1	1	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	461	0	0	0	437	0	437	0	0	0	0	0	0	0	437	0	375	0	26	0	26	0	7	0	3	0	0	0	0	0	0	0	 	437	0	0	0	0	0	437	0	0	0	437	0	437	0	0	0	0	0	437	0	0	0	1	19	0	2	999	0	52	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	0	0	429	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	2	0	0	0	98	0	0	0	100	0	0	0	5	0	1	0	44	0	15	0	6	0	9	0	0	0	1	0	11	0	8	0	 	0	0	0	0	66	0	34	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	0	0	0	51	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	59	1	0	0	353	0	2	999	0	0	0	2	0	0	0	 	0	0	2	99	0	2	0	0	1	0	1	0	 	0	115	1	2	999	0	1	1	1	0	1	0	0	1	0	 	0	0	0	0	0	0	1	1	1	0	 	0	MARION COUNTY
380000000071600000000	EASTERN OREGON CORRECTIONAL INSTITUTION	 	 	 	PENDLETON	OR	97801	2500 WESTGATE	PENDLETON	OR	978019699	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	1600	1	1600	0	1985	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	9999	1577	0	0	0	1606	0	1606	0	0	0	0	0	0	0	1606	0	1171	0	147	0	236	0	32	0	19	0	0	0	0	0	1	0	UNKNOWN	1606	0	155	0	1176	0	275	0	0	0	1606	0	1606	0	0	0	0	0	1606	0	0	0	1	212	0	2	999	0	167	0	9	999	9	110	0	9999	9	0	0	 	0	0	110	0	0	0	1602	0	4	0	0	0	0	0	1606	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	395	0	2	0	21	0	9	0	416	0	11	0	8	0	5	0	237	0	37	0	28	0	32	0	11	0	19	0	19	0	31	0	 	0	0	0	0	303	0	124	0	365	0	2	0	3	0	0	0	19	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	 	0	0	0	0	395	0	2	0	257	0	0	0	3	0	0	0	8	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	274	0	0	0	2588	0	1	3	0	0	0	113	0	1	0	 	0	0	1	0	0	0	0	1	1	0	0	0	 	0	433	0	2	999	0	0	1	1	1	1	0	1	0	0	 	0	0	0	1	1	0	0	1	1	0	 	0	UMATILLA COUNTY
